@id|@type|@lat|@lon|name|operator|opening_hours|description|capacity|capacity:persons|fee|access|seasonal|ele|start_date|source|website|phone|email|addr:housenumber|addr:street|addr:place|addr:city|addr:postcode|amenity|shelter_type|tourism|building|building:material|material|building:levels|drinking_water|fireplace|stove|heating|bunks|mattress|bed|toilet|shower|indoor_seating|covered|reservation|image|wikidata|wikipedia,,,,
2878598920|node|46.9112994|14.0041038|Jurihütte|||||||private|||||||||||||||wilderness_hut|||||||||||||||||||,,,,
2893026131|node|46.9860489|13.1096511|Böseckhütte|||||||||2594|||||||||||||wilderness_hut|||||||||||||||||||,,,,
2939278322|node|46.4918089|14.5087552|Obiralm|||||||||1272|||||||||||||wilderness_hut|||||||||||||||||||,,,,
3064560083|node|46.8514744|12.5247865|Arnsteiger Biwakschachtel|||||||||2600|||||||||||shelter|basic_hut||||||||||||||||||||,,,,
4297921889|node|47.3330536|11.8766397|||||||||||||||||||||shelter|basic_hut||||||||||||||||||||,,,,
4553066568|node|46.6167083|12.9047672|Eiskarbiwak||||||||||||||||||||shelter|basic_hut||||||||||||||||||||,,,,
5045847019|node|46.7583714|13.1775946|Krafthütte|||Krafthütte|||no|yes|||||||||||||||wilderness_hut|||||yes||||||||no|||no|||,,,,
5045847323|node|46.7600225|13.1774028|Fuhrleut-Hüttl||||||no|yes|||||||||||||||wilderness_hut|||||seasonal||||||||no||||||,,,,
5109323157|node|47.7978040|13.1762897|||||||||||||||||||||shelter|basic_hut||||||||||||||||||||,,,,
"5839837900|node|47.4180409|13.4783149|Roßbrandhütte|||""Selbstversorgerhütte (10 Betten) und Matrazenlager mit 10 Betten. Küche mit Gasherd, Gastraum mit Kachelofen, Grillplatz, Bettwäsche auf Wunsch, kühler Lagerraum für Lebensmittel im Keller, Getränke auf Vorbestellung, Stromerzeugung mit Dieselaggregat.""||||||1720|||https://www.naturfreunde-huetten.at/salzburg/rossbrandhuette/|||8||Rossbrand|Filzmoos|5532|||wilderness_hut|||||||||||||||||||",,,,
5937430593|node|46.9992570|12.7323939|Gernot-Röhr-Biwak|Sektion Lienz|||6|||||2940|||||||||||shelter|basic_hut|||||||||||||||||||Q1514356|de:Gernot-Röhr-Biwak,,,,
6034943088|node|47.3754100|16.0749424|Bildstock||||||||||||||||||||||wilderness_hut|||||||||||||||||||,,,,
6630792486|node|46.6534532|15.3986984|Remschnigg Almhütte||||||||||||||||||||||wilderness_hut|||||||||||||||||||,,,,
6669818746|node|46.6240040|13.3552271|||||||||||||||||||||||wilderness_hut|||||||||||||||||||,,,,
6669864050|node|46.6243942|13.3669709|||||||||||||||||||||||wilderness_hut|||||||||||||||||||,,,,
6684715903|node|46.6359987|13.3698058|||||||||||||||||||||||wilderness_hut|||||||||||||||||||,,,,
6710695962|node|46.9944651|12.2371335|Schutzhütte||||||||||||||||||||||wilderness_hut|||||||||||||||||||,,,,
6793776144|node|47.3105986|11.3598448|Biwakschachtel/Notlager Nordkette||||||||||||||||||||shelter|basic_hut||||||||||||||||||||,,,,
7135072112|node|47.2947216|9.7319681|Hinter Wang Hütte|||||||||1116|||||||||||shelter|basic_hut||||||||||||||||||||,,,,
7578988103|node|47.1047990|11.4034358|AV Wetterschutzhütte||||||||||||||||||||shelter|basic_hut||||||||||||||||||||,,,,
7806160567|node|47.4757605|11.8935020|||||||||||||||||||||||wilderness_hut|||||||||||||||||||,,,,
8404234421|node|47.8735154|14.7338721|Oscher Hütte||||||||||||||||||||||wilderness_hut|||||||||||||||||||,,,,
9605302335|node|47.3806300|14.1392001|||||||||||||||||||||||wilderness_hut|||||||||||||||||||,,,,
9724428197|node|47.0407927|11.3011377|||||||||||||||||||||shelter|basic_hut||||||||||||||||||||,,,,
9946580317|node|47.2247909|11.8872671|||||||||||||||||||||||wilderness_hut|||||||||||||||||||,,,,
10066755689|node|47.4425817|11.7661241|||||||||||||||||||||shelter|basic_hut||||||||||||||||||||,,,,
10072480304|node|47.2893921|15.9635735|||||||||||||||||||||shelter|basic_hut||||wood||||||||||||||||,,,,
11281073441|node|46.6563754|14.0489613|Keuschnig Anderlehütte||||||||||||||||||||||wilderness_hut|||||||||||||||||||,,,,
11343582406|node|47.3302123|11.4260019|Notraum|AV Sektion Innsbruck|||||||winter||||||||||||||wilderness_hut|||||||||||||||||||,,,,
11347304679|node|47.5248736|12.7543920|||||||||||||||||||||shelter|basic_hut||||||||||||||||||||,,,,
11989778980|node|47.5615421|12.6951667|||||||||||||||||||||||wilderness_hut|||||||||||||||||||,,,,
13047887288|node|46.5200368|14.3558524||||||||yes||1120|||||||||||shelter|basic_hut||||||no|no|||||||||||||,,,,
"13068349695|node|46.8174319|12.2894139||||""Small hut opened to everyone. It has 2 beds with mattress and blankets, a table, 2 chairs and a bench. There is a wood stove, pots and a minimal set of dishes. No water nearby.""|||||||||||||||||||wilderness_hut|||||||||||||||||||",,,,
"13068364334|node|46.8677135|10.2143676|Futschölhütte Bergfreund Galthür|||""very small hut with 2 mattress blankets, 1 table, 1 bench""||||||2742|||||||||||||wilderness_hut|||||||||||||||||||",,,,
29176581|way|47.6254487|12.7934219|Alte Traunsteiner Hütte|DAV Sektion Traunstein||Selbstversorger-Hütte||||||1580|1901|||+4986169399||65||Reit|Unken|5091|||wilderness_hut|yes|||||||||||||||members_only|||,,,,
33560058|way|47.5092865|10.6162646|Willi-Merkl-Gedächtnis-Hütte|DAV Sektion Friedberg (Bayern)|May-Oct|||||||1550|||http://www.willi-merkl-huette.de/|+4982126236844||56|Musau||Musau|6600|||wilderness_hut|yes|||||||||||||||||Q18029738|de:Willi-Merkl-Gedächtnis-Hütte,,,,
39458795|way|47.4123419|11.1290550|Alte Meilerhütte (Winterraum)|||Notlager|||||||||||||||||||wilderness_hut|yes|||||||||||||||||Q100999144|de:Alte Meilerhütte,,,,
39522010|way|47.6716493|12.6869906|Trostberger Hütte|||||||private||1400|||||||||||||wilderness_hut|yes||||||||||||||||||,,,,
58802210|way|46.9168570|12.1695015||DAV Sektion Barmen|||||||||||||||||||||wilderness_hut|yes|||||yes|||||||||||||,,,,
59411694|way|46.9302730|12.3185884|Oberseite Alm|||||||private|||||||||||||||wilderness_hut|hut||||||||||||||||||,,,,
67535840|way|46.8884329|12.3366335|Ragötzlalm|||||||||2110|||||||||||||wilderness_hut|yes||||||||||||||||||,,,,
82620360|way|47.6733400|14.2772192|||||||||||||||||||||||wilderness_hut|yes||||||||||||||||||,,,,
83122410|way|47.6124782|12.2957522|Winkelalm|DAV Sektion München und Oberland||DAV-Selbstversorgerhütte Winkelalm||||private||1193||geoimage.at|||||||Walchsee|6344|||wilderness_hut|cabin|||||||||||||||members_only||Q112262122|de:Winkelalm,,,,
85800985|way|47.0072669|10.1393811|Peter-Käß-Hütte|Sektion Heilbronn des Deutschen Alpenvereins (DAV) e.V.||Serves as winter room of Neue Heilbronner Hütte|28||yes|yes|||||https://winterhaus.heilbronner-huette.de/||||||||||wilderness_hut|yes||||no|||||yes|||no|||recommended|||,,,,
87312649|way|47.2885900|11.2969614|Jägerhäusl|Deutscher Alpenverein - Sektion Geltendorf|||16||yes|private||1633|||||||||||||wilderness_hut|hut|||||||||||||||members_only|||,,,,
87312654|way|47.2885687|11.2981515||Deutscher Alpenverein - Sektion Geltendorf||Winterraum Neue Magdeburger Hütte|6||yes||||||||||||||||wilderness_hut|cabin||||||||||||||||||,,,,
88227085|way|46.9752003|11.0708751|Notbiwak|||||||||2874|||||||||||shelter|basic_hut||||||||||||||||||||,,,,
89531761|way|47.3887140|10.1827528|Außerwaldhütte|||||||||||bing|||||||||||wilderness_hut|yes||||||||||||||||||,,,,
91797593|way|47.4617319|13.0478710|Eckberthütte|ÖAV Sektion Salzburg||||||||1140||geoimage.at;survey||+436644315967||42|Blühnbachstraße||Tenneck|5451|||wilderness_hut|yes|||||||||||||||||Q1281474|de:Eckberthütte,,,,
92645761|way|47.6048057|14.1641121|Liezener Hütte|OeAV Sektion Liezen||||||||1767||||||155||Wörschach|Wörschach|8942|||wilderness_hut|yes|||||||||||||||||Q1824407|de:Liezener Hütte,,,,
95952238|way|47.5215524|14.0143535|Toni Adam-Dr.Obersteiner-Biwak|OeAV Stainach|||2||no|yes||2300|||||||||||shelter|basic_hut||yes||||no||||||||no|||no||Q72099435|de:Toni-Adam-Dr.-Obersteiner-Biwak,,,,
96389787|way|48.2545914|16.2653560|Hameau|||||||||464|||||||||||shelter|basic_hut||yes||||||||||||||||||,,,,
106457969|way|48.1325101|16.9386403|Hundsheimer Hütte|Hundsheimer Bergfreunde||||||||480|||https://hiking.dennikn.sk/ar/1151/hundsheimer_hutte.html||||||||shelter|basic_hut||hut||||||||||||||||||,,,,
111536115|way|47.0583482|10.9175752|Hauerseehütte|DAV Sektion Ludwigsburg||Selbstversorger||||||2383|||https://www.alpenverein.at/huetten/index.php?huette_nr=0663|+49714429941||53|Winklen||Längenfeld|6444|||wilderness_hut|yes|||||||||||||||||Q1589221|de:Hauerseehütte,,,,
122368883|way|46.8922184|10.7295861|Obere Birg Alm|||||||private||2180|||||||||||||wilderness_hut|yes||||||||||||||||||,,,,
"122428759|way|46.9817539|11.0650119|Winterraum|Sektion Dresden des DAV e.V.|""Oct-May 24/7; Jun-Sep || """"bei Hüttenbetrieb geschlosssen""""""|winter: no key needed|||yes||||||https://www.hochstubaihuette.at/index.php/unterkunft/winterraum|+43 6769243343|||||||shelter|basic_hut||yes|||1|||||||||||||||",,,,
"123121412|way|46.8531780|10.8237347|Vernagthütte Winterraum||""May 15-Jul 31,Sep 15-Mar 31 00:00-24:00""||||||||||||||||||shelter|basic_hut||yes||||||||||||||||http://www.flickr.com/photos/yumekosan/8147296600/||",,,,
124325998|way|47.8127759|13.3120606|Schoberhütte|||nur Notunterstand|||no|yes||1320||Bing|||||||||shelter|basic_hut||yes||||no|||||||||||no|||,,,,
124777408|way|47.2568160|11.5484390|Tulferberghütte|Alpenverein|||||yes|customers||||survey;basemap.at 2022||||44|Tulferberg||Tulfes|6075|||wilderness_hut|yes|||||stove|||||||||||||,,,,
127882802|way|47.5641703|12.3371859|Fritz-Pflaum-Hütte|DAV Bayerland||Selbstversorgerhütte|15||yes|private||1865|1912||http://www.alpenverein-bayerland.de/index.php?active_module=staticarticle&article_id=fritz-pflaum-huette|||74|Alm||Kirchdorf in Tirol|6382|||wilderness_hut|yes|||||||||no|||no|||||Q1465409|de:Fritz-Pflaum-Hütte,,,,
128727325|way|47.6877248|13.8689749|Naturfreundehütte Henaralm|Naturfreunde Österreich - Baxant Peko|||19||yes|private||1660||geoimage.at MaxRes|https://henaralmhuette.naturfreunde.at/|+43650 520 2921;+43664 830 4370|||||||||wilderness_hut|yes||||yes|||||yes|||yes|||required|||,,,,
130664729|way|47.3813483|13.8619632|Jagdhütte|||Selbstversorgerhütte|||||||||https://www.galsterbergalm.at/de/selbstversorgerhuetten/jagdhuette.php||||||||||wilderness_hut|yes||||||||||||||||||,,,,
132855036|way|47.4268200|12.0848963|Rieplalmhütte|DAV Sektion München und Oberland||DAV-Selbstversorgerhütte Rieplalmhütte||||||||||||18|Aschbergweg||Hopfgarten im Brixental|6361|||wilderness_hut|yes|||||||||||||||members_only|||,,,,
133284131|way|47.4290309|12.0910006|Dr.-Erich-Berger-Hütte|DAV Sektion München und Oberland||DAV-Selbstversorgerhütte Dr.-Erich-Berger-Hütte||||||||||||17|Aschbergweg||Hopfgarten im Brixental|6361|||wilderness_hut|yes|||||||||||||||members_only||Q112115075|de:Dr.-Erich-Berger-Hütte,,,,
133346746|way|47.5259626|13.3792257|Gwechenberghütte|Sektion Salzburg|||14||yes|||1375||geoimage.at|https://www.alpenverein.at/huetten/?huette_nr=0091||||||||||wilderness_hut|cabin|||||||||yes|||no|||required||Q1292367|,,,,
137043463|way|47.4502837|11.4398805|Tortalalm Hochleger|||||||||1600|||||||||||||wilderness_hut|yes||||||||||||||||||,,,,
138470960|way|47.5765218|12.3172101|Wildangerhütte|Alpenverein Sektion Wilder Kaiser|||||yes|private|||||https://www.alpenverein.at/wilder-kaiser-st-johann-tirol/|||76|Alm||Kirchdorf in Tirol|6382|||wilderness_hut|cabin||||||||||||||||||,,,,
141814505|way|47.7000444|13.8595274|Wildenseehütte|ÖAV - Sektion Ausseerland||Sonderschloss der Sektion||||private||1525|||||||||||||wilderness_hut|hut||||||||||||||||||,,,,
147175158|way|47.7337581|13.3467761|Braunauer Hütte|Sektion Braunau am Inn||||||||1210|||||||||||||wilderness_hut|cabin|||||||||||||||||Q100756900|,,,,
"149296086|way|47.4498708|12.9963946|Wildalmkirchl-Biwak|""Österreichischer Touristenklub, Sektion Maria Alm""|24/7||||yes|||2457||survey|||||||||shelter|basic_hut||yes|wood||1|no|no|||||||no|||||Q64585411|de:Wildalmkirchl-Biwak",,,,
154683068|way|47.1756868|11.5019869|Berghütte Arztal|ESV Innsbruck - Sektion Ski|||23||yes|private||1890||||||||Arztal|Pfons|6143|||wilderness_hut|yes|||2||||||||||||required|||,,,,
155188560|way|47.2822585|10.9140945|Schiliftstation||||||||||||||||||||||wilderness_hut|yes||||||||||||||||||,,,,
160831195|way|47.2498212|10.5914175||Sektion Hanau im Deutschen Alpenverein e.V.||Serves as winter room and aerialway station of Hanauer Hütte|||||||||||||||||||wilderness_hut|yes|||||||||yes|||||||||,,,,
161225345|way|47.4826894|14.0345886|Selbstversorgerhütte Schwab|||||||||||||||40||Gritschenberg|Öblarn|8960|||wilderness_hut|yes||||||||||||||||||,,,,
165024554|way|47.2424467|11.1468932|Alpl|Bergwacht Inzing||||||||1844||||||2||Inzinger Alm|Inzing|6401|||wilderness_hut|yes||||||||||||||||||,,,,
167108351|way|47.6952695|13.5219078|||||||||||||||||||||||wilderness_hut|cabin||||||||||||||||||,,,,
167108352|way|47.6924034|13.5141419|Rettenkogelhütte|Naturfreunde|||8|||||1177|||||||||||||wilderness_hut|cabin||||||||||||||||||,,,,
168699681|way|47.3868352|11.1143685|Erinnerungshütte|Akademischer Alpenverein München e.V.|||10||yes|private||2083|||https://www.aavm.de/||||||||||wilderness_hut|yes||||no|||||||||||members_only|https://www.flickr.com/photos/kogo59/3619563838/in/set-72157619553011847/||,,,,
168881460|way|47.5022352|13.2444215||Alpenverein||||5|||||||||||||||shelter|basic_hut||yes||||||||||||||||||,,,,
172653739|way|46.9942015|10.8069954|Winterraum|DAV Sektion Mainz|||||yes|||2817||geoimage.at|||||||||||wilderness_hut|yes||||||||||||||||||,,,,
179476193|way|47.4144536|12.6273642|||||||||||||||||||||||wilderness_hut|yes||||||||||||||||||,,,,
186256943|way|47.3777942|11.6958800|Aste Reitbichl|DAV Sektion München und Oberland||||||||970||||||180|Reitbühel||Stans|6135|||wilderness_hut|yes|||||||||||||||members_only||Q112124762|de:Aste Reitbichl,,,,
186256944|way|47.3776878|11.6955304|Reitbichlhütte|DAV Sektion München und Oberland||DAV-Selbstversorgerhütte Reitbichlhütte||||||917|||||||||||||wilderness_hut|yes|||||||||||||||members_only||Q112124564|de:Reitbichlhütte,,,,
"187294428|way|47.4289613|14.5371267|Triebentalhütte|""Österreichischer Alpenverein, Akademische Sektion Graz""|||||yes|||1104|||https://www.alpenverein.at/akad-sektion-graz/|+43 316 82 22 66 11|triebentalhuette@oeav.at|22||Triebental|Hohentauern|8785|||wilderness_hut|yes||||||||||||no||||||",,,,
188128101|way|47.3415649|11.0184347|Alplhaus|DAV Sektion München und Oberland||DAV-Selbstversorgerhütte Alplhaus||||||1506||||||2||Alpl|Wildermieming|6413|||wilderness_hut|yes|||||||||||||||members_only||Q64634635|de:Alplhaus,,,,
195806330|way|47.2140744|10.9876295|Kleine Mittergrathütte|||||||||1949|||https://mittergrat.at/||||||||||wilderness_hut|yes|||2|||||||||||||||,,,,
195806367|way|47.2142104|10.9878956|Hemerwaldalm|||||||||1946|||https://mittergrat.at/||||||||||wilderness_hut|yes|||2|||||||||||||||,,,,
195806375|way|47.2140705|10.9873891|Große Mittergrathütte|||||||||1953|||https://mittergrat.at/|||77||Kühtai|Silz|6183|||wilderness_hut|yes|||3||||||||||||||Q102046391|,,,,
196838277|way|47.0379195|13.2144822|Hannoverhütte|||||||||2521||geoimage.at|||||||||||wilderness_hut|yes|||||||||||||||members_only|||,,,,
196887659|way|47.2739839|14.1487443|Neunkirchner Hütte|OeAV Sektion Oesterr. Gebirgsverein||||||||1525||geoimage.at|https://gebirgsverein-neunkirchen.at/neunkirchner-huette/|||40||Eselsberg|Oberwölz|8832|||wilderness_hut|yes||||yes|||||yes|||yes|||required||Q5411023|de:Neunkirchner Hütte,,,,
202984899|way|47.4695921|13.2926243|Freilassinger Hütte|DAV Sektion Freilassing||||||||1500||geoimage.at|http://www.alpenverein-freilassing.de/web/freilassinger_huette.htm||||||||||wilderness_hut|yes|||||||||||||||||Q1454458|de:Freilassinger Hütte,,,,
"208861312|way|47.7907207|14.2550297|Uwe-Anderle-Biwak|OeAV Molln|||10|||||1583||""survey,geoimage.at""|||||||||shelter|basic_hut||yes||||no|||||yes||||||||Q60584804|",,,,
220074037|way|47.4150746|12.2859400|Sonnleitnerhütte|DAV Sektion München und Oberland||DAV-Selbstversorgerhütte Sonnleitnerhütte||||||1532|||https://www.alpenverein-muenchen-oberland.de/sonnleitnerhuette|||16|Gaisberg||Kirchberg in Tirol|6365|||wilderness_hut|yes|||||||||||||||members_only||Q106805296|de:Sonnleitnerhütte (Kitzbüheler Alpen),,,,
224912722|way|46.9442997|13.3395581|Obere Mooshütte|ÖAV Sektion Spittal an der Drau||||||||2320||||||51||Mitterberg|Reißeck|9815|||wilderness_hut|yes||||||||||||||||||,,,,
232417655|way|47.3899596|12.5846478|||||||||||||||||||||shelter|basic_hut||yes||||||||||||||||||,,,,
232521426|way|47.6870455|13.9668385|Winterhütte||||||||||||||||||||||wilderness_hut|yes||||||||||||||||||,,,,
232679941|way|47.7197546|15.7398707|Wolfgang-Dirnbacher-Hütte|Österreichischer Touristenklub||ganzjährig offene Wetterschutzhütte mit Sitzbänken (keine Heiz- und Kochgelegenheit)||||||1477|2018||http://dirnbacher.schutz.haus||||||||shelter|basic_hut||cabin|||1|||||||||||||||,,,,
235043577|way|47.4844476|10.4652117|Schutzhütte Bergwacht Tirol|||||||||||geoimage.at|||||||||||wilderness_hut|yes||||||||||||||||||,,,,
235544389|way|47.3486202|15.4848061|Moospeter Hütte|Familie Wiedenhofer||Selbstversorgerhütte||||||||geoimage.at 2012|https://www.urlaubambauernhof.at/hoefe/moospeterhuette|||44||Teichalm|Fladnitz an der Teichalm|8163|||wilderness_hut|yes|||||||||||||||yes|||,,,,
237194135|way|47.5204749|13.3364272|Laufener Hütte|||||||||1726|||https://www.alpenverein.at/huetten/index.php?huette_nr=0590||||||||||wilderness_hut|yes|||||||||||||||||Q593604|,,,,
237845292|way|47.0903961|10.5728473|Landecker Skihütte|Schiklub Landeck|||40|||||1766|||||||||||||wilderness_hut|hut|||||||||yes|||no|||yes|||,,,,
237859698|way|47.6147843|15.1354013|Fleischer-Biwak|Sektion Voisthaler||||||||2153|||||||||||shelter|basic_hut||yes||||||||||||||||||,,,,
239789503|way|47.3288376|12.6576622|||||||||||||||||||||shelter|basic_hut|wilderness_hut|yes||||||||||||||||||,,,,
243709830|way|47.5195830|14.9662436|Bergheim Präbichl|Zentralbetriebsrat der Austrian Power Grid AG (APG)||||||private||||||||58|Laufstraße||Vordernberg|8794|||wilderness_hut|yes|||||yes|||||||||||||,,,,
244544968|way|47.3265359|12.6242114|||||||||||||||||||||shelter|basic_hut|wilderness_hut|yes||||||||||||||||||,,,,
247055641|way|47.0518038|10.2905360|Kieler Wetterhütte|Sektion Kiel des Deutschen Alpenvereins (DAV) e.V.||||||yes||2800||https://www.dav-kiel.de/huetten-und-wege/|https://www.dav-kiel.de/huetten-und-wege||||||||||wilderness_hut|hut|stone|||no||||||||no||||https://www.dav-kiel.de/fileadmin/_processed_/d/a/csm_KWH_d9b3e2a0bb.jpg||,,,,
289407151|way|47.5703463|15.7337982|Marderebenhütte|||||||||||||||31a||Geiregg|Mürzzuschlag|8680|||wilderness_hut|shed||||||||||||||||||,,,,
305882322|way|47.2982579|9.7223667|Lindenbodenhütte|||||||||1050|||||||||||shelter|basic_hut||yes||||||||||||||||||,,,,
306384833|way|47.3927356|12.7215593|Geierkogelhütte||||||||||||||||||||||wilderness_hut|yes||||||||||||||||||,,,,
328231039|way|47.7244554|13.6867642||||Notbiwak|||||||||||||||||shelter|basic_hut||yes||||||||||||||||||,,,,
334442169|way|47.3075942|15.6094043|Naturfreundehaus Bendlerhöhe|Naturfreunde OG Weiz|||||||||||https://bendlerhoehe.naturfreunde.at/|||105||Eibisberg|Sankt Kathrein am Offenegg|8171|||wilderness_hut|yes||||||||||||||||||,,,,
334662811|way|46.9370588|13.9113567|Geißeckhütte||||||||||||||||||||||wilderness_hut|yes||||||||||||||||||,,,,
340745112|way|47.3087474|15.1413761||||||||yes||||survey|||||||||shelter|basic_hut||yes||||||||||||||||||,,,,
344172648|way|46.8057393|10.9888863|Fidelitas Hütte|DAV Sektion Karlsruhe||Selbstversorger Hütte des Alpenvereines.|12||yes|||2860|1896||||||||||||wilderness_hut|yes||||||||||||||||||,,,,
346559556|way|47.7420716|15.3352441|Alpenrosehütte|ÖTK Alpine Gesellschaft Kienthaler|||20|||private|||||http://www.kienthaler.at/h%C3%BCtten/alpenroseh%C3%BCtte/||||||||||wilderness_hut|yes||||||||||||||||||,,,,
